city,state,primary_zip,county,valid_zips
"WAYNESVILLE","MO","65583","PULASKI","65583"
"WAYNESVILLE","NC","28786","HAYWOOD","28785;28786"
"WAYNESVILLE","OH","45068","WARREN","45068"
"WAYNETOWN","IN","47990","MONTGOMERY","47990"
"WAYNE","IL","60184","DUPAGE","60184"
"WAYNE","ME","04284","KENNEBEC","04284"
"WAYNE","MI","48184","WAYNE","48184"
"WAYNE","NE","68787","WAYNE","68787"
"WAYNE","NJ","07470","PASSAIC","07470;07474"
"WAYNE","NY","14893","SCHUYLER","14893"
"WAYNE","OH","43466","WOOD","43466"
"WAYNE","OK","73095","MCCLAIN","73095"
"WAYNE","PA","19080","DELAWARE","19080;19087;19088;19089"
"WAYNE","WV","25570","WAYNE","25570"
"WAYNOKA","OK","73860","WOODS","73860"
"WAYSIDE","MS","38780","WASHINGTON","38780"
"WAYSIDE","TX","79094","ARMSTRONG","79094"
"WAYSIDE","WV","24985","MONROE","24985"
"WAYZATA","MN","55391","HENNEPIN","55391"
"WEARE","NH","03281","HILLSBOROUGH","03281"
"WEATHERBY","MO","64497","DEKALB","64497"
"WEATHERFORD","OK","73096","CUSTER","73096"
"WEATHERFORD","TX","76086","PARKER","76085;76086;76087;76088"
"WEATHERLY","PA","18255","CARBON","18255"
"WEATOGUE","CT","06089","HARTFORD","06089"
"WEAUBLEAU","MO","65774","HICKORY","65774"
"WEAVERVILLE","CA","96093","TRINITY","96093"
"WEAVERVILLE","NC","28787","BUNCOMBE","28787"
"WEAVER","AL","36277","CALHOUN","36277"
"WEBB CITY","MO","64870","JASPER","64870"
"WEBBERS FALLS","OK","74470","MUSKOGEE","74470"
"WEBBERVILLE","MI","48892","INGHAM","48892"
"WEBBER","KS","66970","JEWELL","66970"
"WEBBS CROSS ROAD","KY","42642","RUSSELL","42642"
"WEBBVILLE","KY","41180","LAWRENCE","41180"
"WEBB","AL","36376","HOUSTON","36376"
"WEBB","IA","51366","CLAY","51366"
"WEBB","MS","38966","TALLAHATCHIE","38966"
"WEBER CITY","VA","24290","SCOTT","24290"
"WEBSTER CITY","IA","50595","HAMILTON","50595"
"WEBSTER GROVES","MO","63119","ST. LOUIS","63119"
"WEBSTER SPRINGS","WV","26288","WEBSTER","26288"
"WEBSTERVILLE","VT","05678","WASHINGTON","05678"
"WEBSTER","FL","33597","SUMTER","33597"
"WEBSTER","IA","52355","KEOKUK","52355"
"WEBSTER","IN","47392","WAYNE","47392"
"WEBSTER","KY","40176","MEADE","40176"
"WEBSTER","MA","01570","WORCESTER","01570"
"WEBSTER","MN","55088","RICE","55088"
"WEBSTER","NC","28788","JACKSON","28788"
"WEBSTER","ND","58382","RAMSEY","58382"
"WEBSTER","NY","14580","MONROE","14580"
"WEBSTER","PA","15087","WESTMORELAND","15087"
"WEBSTER","SD","57274","DAY","57274"
"WEBSTER","TX","77598","HARRIS","77598"
"WEBSTER","WI","54893","BURNETT","54893"
"WEDDERBURN","OR","97491","CURRY","97491"
"WEDDINGTON","NC","28173","UNION","28173"
"WEDGEFIELD","SC","29168","SUMTER","29168"
"WEDOWEE","AL","36278","RANDOLPH","36278"
"WEDRON","IL","60557","LA SALLE","60557"
"WEEDSPORT","NY","13166","CAYUGA","13166"
"WEEDVILLE","PA","15868","ELK","15868"
"WEED","CA","96094","SISKIYOU","96094"
"WEED","NM","88354","OTERO","88354"
"WEEHAWKEN","NJ","07087","HUDSON","07086;07087"
"WEEKSBURY","KY","41667","FLOYD","41667"
"WEEMS","VA","22576","LANCASTER","22576"
"WEEPING WATER","NE","68463","CASS","68463"
"WEESATCHE","TX","77993","GOLIAD","77993"
"WEIDMAN","MI","48893","ISABELLA","48893"
"WEIKERT","PA","17885","UNION","17885"
"WEIMAR","CA","95736","PLACER","95736"
"WEIMAR","TX","78962","COLORADO","78962"
"WEINERT","TX","76388","HASKELL","76388"
"WEINER","AR","72479","POINSETT","72479"
"WEIPPE","ID","83553","CLEARWATER","83553"
"WEIRSDALE","FL","32195","MARION","32195"
"WEIRTON","WV","26062","HANCOCK","26062"
"WEIR","KS","66781","CHEROKEE","66781"
"WEIR","MS","39772","CHOCTAW","39772"
"WEIR","TX","78674","WILLIAMSON","78674"
"WEISER","ID","83672","WASHINGTON","83672"
"WEISSPORT","PA","18235","CARBON","18235"
"WELAKA","FL","32193","PUTNAM","32193"
"WELCHES","OR","97067","CLACKAMAS","97067"
"WELCHS CREEK","KY","42287","BUTLER","42287"
"WELCH","MN","55033","DAKOTA","55033;55089"
"WELCH","OK","74369","CRAIG","74369"
"WELCH","TX","79377","DAWSON","79377"
"WELCH","WV","24801","MCDOWELL","24801"
"WELCOME","MD","20693","CHARLES","20693"
"WELCOME","MN","56181","MARTIN","56181"
"WELCOME","NC","27374","DAVIDSON","27374"
"WELDA","KS","66091","ANDERSON","66091"
"WELDONA","CO","80653","MORGAN","80653"
"WELDON","CA","93283","KERN","93283"
"WELDON","IA","50264","DECATUR","50264"
"WELDON","IL","61882","DE WITT","61882"
"WELDON","NC","27890","HALIFAX","27890"
"WELD","ME","04285","FRANKLIN","04285"
"WELEETKA","OK","74880","OKFUSKEE","74880"
"WELLBORN","FL","32094","SUWANNEE","32094"
"WELLBORN","TX","77881","BRAZOS","77881"
"WELLERSBURG","PA","15564","SOMERSET","15564"
"WELLESLEY HILLS","MA","02481","NORFOLK","02481"
"WELLESLEY ISLAND","NY","13640","JEFFERSON","13640"
"WELLESLEY","MA","02482","NORFOLK","02482"
"WELLFLEET","MA","02667","BARNSTABLE","02667"
"WELLFLEET","NE","69170","LINCOLN","69170"
"WELLFORD","SC","29385","SPARTANBURG","29385"
"WELLINGTON","AL","36279","CALHOUN","36279"
"WELLINGTON","CO","80549","LARIMER","80549"
"WELLINGTON","FL","33414","PALM BEACH","33414"
"WELLINGTON","IL","60973","IROQUOIS","60973"
"WELLINGTON","KS","67152","SUMNER","67152"
"WELLINGTON","KY","40387","MENIFEE","40387"
"WELLINGTON","ME","04942","SOMERSET","04942"
"WELLINGTON","MO","64097","LAFAYETTE","64097"
"WELLINGTON","NV","89444","DOUGLAS","89444"
"WELLINGTON","OH","44090","LORAIN","44090"
"WELLINGTON","TX","79095","COLLINGSWORTH","79095"
"WELLINGTON","UT","84542","CARBON","84542"
"WELLINGTON","VA","22308","FAIRFAX","22308"
"WELLING","OK","74471","CHEROKEE","74471"
"WELLMAN","IA","52356","WASHINGTON","52356"
"WELLMAN","TX","79378","TERRY","79378"
"WELLPINIT","WA","99040","STEVENS","99040"
"WELLS BRIDGE","NY","13859","OTSEGO","13859"
"WELLS RIVER","VT","05081","ORANGE","05081"
"WELLS TANNERY","PA","16691","FULTON","16691"
"WELLSBORO","PA","16901","TIOGA","16901"
"WELLSBURG","IA","50680","GRUNDY","50680"
"WELLSBURG","NY","14894","CHEMUNG","14894"
"WELLSBURG","WV","26070","BROOKE","26070"
"WELLSTON","MI","49689","MANISTEE","49689"
"WELLSTON","OH","45692","JACKSON","45692"
"WELLSTON","OK","74881","LINCOLN","74881"
"WELLSVILLE","KS","66092","FRANKLIN","66092"
"WELLSVILLE","MO","63384","MONTGOMERY","63384"
"WELLSVILLE","NY","14895","ALLEGANY","14895"
"WELLSVILLE","OH","43968","COLUMBIANA","43968"
"WELLSVILLE","PA","17365","YORK","17365"
"WELLSVILLE","UT","84339","CACHE","84339"
"WELLS","ME","04090","YORK","04090"
"WELLS","MI","49894","DELTA","49894"
"WELLS","MN","56097","FARIBAULT","56097"
"WELLS","NV","89835","ELKO","89835"
"WELLS","NY","12190","HAMILTON","12190"
"WELLS","TX","75976","CHEROKEE","75976"
"WELLS","VT","05774","RUTLAND","05774"
"WELLTON","AZ","85356","YUMA","85356"
"WELSH","LA","70591","JEFFERSON DAVIS","70591"
"WELTON","IA","52774","CLINTON","52774"
"WENATCHEE","WA","98801","CHELAN","98801;98807"
"WENDELL DEPOT","MA","01380","FRANKLIN","01380"
"WENDELL","ID","83355","GOODING","83355"
"WENDELL","MA","01379","FRANKLIN","01379"
"WENDELL","MN","56590","GRANT","56590"
"WENDELL","NC","27591","WAKE","27591"
"WENDEL","CA","96136","LASSEN","96136"
"WENDEL","PA","15691","WESTMORELAND","15691"
"WENDEL","WV","26347","TAYLOR","26347"
"WENDEN","AZ","85357","LA PAZ","85357"
"WENDOVER","KY","41775","LESLIE","41775"
"WENDOVER","NV","89883","ELKO","89883"
"WENDOVER","UT","84083","TOOELE","84083"
"WENHAM","MA","01984","ESSEX","01984"
"WENONAH","NJ","08090","GLOUCESTER","08090"
"WENONA","IL","61377","MARSHALL","61377"
"WENTWORTH","MO","64873","LAWRENCE","64873"
"WENTWORTH","NC","27375","ROCKINGHAM","27375"
"WENTWORTH","NH","03282","GRAFTON","03282"
"WENTWORTH","SD","57075","LAKE","57075"
"WENTWORTH","WI","54874","DOUGLAS","54874"
"WENTZVILLE","MO","63385","ST. CHARLES","63385"
"WEOGUFKA","AL","35183","COOSA","35183"
"WEOTT","CA","95571","HUMBOLDT","95571"
"WERNERSVILLE","PA","19565","BERKS","19565"
"WERNER","ND","58636","DUNN","58636"
"WESCOSVILLE","PA","18106","LEHIGH","18106"
"WESCO","MO","65586","CRAWFORD","65586"
"WESKAN","KS","67762","WALLACE","67762"
"WESLACO","TX","78596","HIDALGO","78596;78599"
"WESLEY CHAPEL","FL","33543","PASCO","33543;33544;33545"
"WESLEYAN COLLEGE","NC","27804","NASH","27804"
"WESLEYVILLE","PA","16510","ERIE","16510"
"WESLEY","AR","72773","MADISON","72773"
"WESLEY","IA","50483","KOSSUTH","50483"
"WESLEY","ME","04686","WASHINGTON","04686"
"WESSINGTON SPRINGS","SD","57382","JERAULD","57382"
"WESSINGTON SPRIN","SD","57382","JERAULD","57382"
"WESSINGTON","SD","57381","BEADLE","57381"
"WESSON","MS","39191","COPIAH","39191"
"WEST ALEXANDER","PA","15376","WASHINGTON","15376"
"WEST ALEXANDRIA","OH","45381","PREBLE","45381"
"WEST ALLIS","WI","53214","MILWAUKEE","53214"
"WEST ALTON","MO","63386","ST. CHARLES","63386"
"WEST AUGUSTA","VA","24485","AUGUSTA","24485"
"WEST BABYLON","NY","11704","SUFFOLK","11704;11707"
"WEST BADEN SPRINGS","IN","47469","ORANGE","47469"
"WEST BADEN SPRIN","IN","47469","ORANGE","47469"
"WEST BALDWIN","ME","04091","CUMBERLAND","04091"
"WEST BARNSTABLE","MA","02668","BARNSTABLE","02668"
"WEST BEND","IA","50597","PALO ALTO","50597"
"WEST BEND","WI","53095","WASHINGTON","53090;53095"
"WEST BERLIN","NJ","08091","CAMDEN","08091"
"WEST BETHEL","ME","04286","OXFORD","04286"
"WEST BETHESDA","MD","20817","MONTGOMERY","20817"
"WEST BLOCTON","AL","35184","BIBB","35184"
"WEST BLOOMFIELD","MI","48322","OAKLAND","48322;48323;48324;48325"
"WEST BLOOMFIELD","NY","14585","ONTARIO","14585"
"WEST BOOTHBAY HARBOR","ME","04575","LINCOLN","04575"
"WEST BOWDOIN","ME","04287","SAGADAHOC","04287"
"WEST BOXFORD","MA","01885","ESSEX","01885"
"WEST BOYLSTON","MA","01583","WORCESTER","01583"
"WEST BRANCH","IA","52358","CEDAR","52358"
"WEST BRANCH","MI","48661","OGEMAW","48661"
"WEST BRENTWOOD","NY","11717","SUFFOLK","11717"
"WEST BRIDGEWATER","MA","02379","PLYMOUTH","02379"
"WEST BROOKFIELD","MA","01585","WORCESTER","01585"
"WEST BROOKLYN","IL","61378","LEE","61378"
"WEST BROWNSVILLE","PA","15417","FAYETTE","15417"
"WEST BURKE","VT","05871","CALEDONIA","05871"
"WEST BURLINGTON","IA","52655","DES MOINES","52655"
"WEST BURLINGTON","NY","13482","OTSEGO","13482"
"WEST BUXTON","ME","04093","YORK","04093"
"WEST CALDWELL","NJ","07006","ESSEX","07006"
"WEST CAMP","NY","12490","ULSTER","12490"
"WEST CARROLLTON","OH","45439","MONTGOMERY","45439;45449"
"WEST CHARLESTON","VT","05872","ORLEANS","05872"
"WEST CHARLTON","NY","12010","MONTGOMERY","12010"
"WEST CHATHAM","MA","02669","BARNSTABLE","02669"
"WEST CHAZY","NY","12992","CLINTON","12992"
"WEST CHESTERFIELD","MA","01084","HAMPSHIRE","01084"
"WEST CHESTERFIELD","NH","03466","CHESHIRE","03466"
"WEST CHESTERFIEL","MA","01084","HAMPSHIRE","01084"
"WEST CHESTERFIEL","NH","03466","CHESHIRE","03466"
"WEST CHESTER","IA","52359","WASHINGTON","52359"
"WEST CHESTER","OH","45069","BUTLER","45069;45071"
"WEST CHESTER","PA","19380","CHESTER","19380;19381;19382;19383"
"WEST CHICAGO","IL","60185","DUPAGE","60185;60186"
"WEST CLARKSVILLE","NY","14786","ALLEGANY","14786"
"WEST COLLEGE CORNER","IN","47003","FRANKLIN","47003"
"WEST COLUMBIA","SC","29169","LEXINGTON","29169;29170;29171;29172"
"WEST COLUMBIA","TX","77486","BRAZORIA","77486"
"WEST COLUMBIA","WV","25287","MASON","25287"
"WEST CONCORD","MN","55985","DODGE","55985"
"WEST CONSHOHOCKE","PA","19428","MONTGOMERY","19428"
"WEST CORNWALL","CT","06796","LITCHFIELD","06796"
"WEST COUNTY","MO","63146","ST. LOUIS","63146"
"WEST COVINA","CA","91790","LOS ANGELES","91790;91791;91792;91793"
"WEST COXSACKIE","NY","12192","GREENE","12192"
"WEST CREEK","NJ","08092","OCEAN","08092"
"WEST DANVILLE","VT","05873","CALEDONIA","05873"
"WEST DAVENPORT","NY","13860","DELAWARE","13860"
"WEST DECATUR","PA","16878","CLEARFIELD","16878"
"WEST DENNIS","MA","02670","BARNSTABLE","02670"
"WEST DES MOINES","IA","50265","POLK","50265;50266"
"WEST DOVER","VT","05356","WINDHAM","05356"
"WEST DUMMERSTON","VT","05357","WINDHAM","05357"
"WEST EATON","NY","13484","MADISON","13484"
"WEST EDMESTON","NY","13485","MADISON","13485"
"WEST ELIZABETH","PA","15088","ALLEGHENY","15088"
"WEST ELKTON","OH","45070","PREBLE","45070"
"WEST END","NC","27376","MOORE","27376"
"WEST END","VA","23230","HENRICO","23230"
"WEST ENFIELD","ME","04493","PENOBSCOT","04493"
"WEST FAIRLEE","VT","05083","ORANGE","05083"
"WEST FALLS","NY","14170","ERIE","14170"
"WEST FALMOUTH","MA","02574","BARNSTABLE","02574"
"WEST FARGO","ND","58078","CASS","58078"
"WEST FARMINGTON","ME","04992","FRANKLIN","04992"
"WEST FARMINGTON","OH","44491","TRUMBULL","44491"
"WEST FINLEY","PA","15377","WASHINGTON","15377"
"WEST FORKS","ME","04985","SOMERSET","04985"
"WEST FORK","AR","72774","WASHINGTON","72774"
"WEST FRANKFORT","IL","62896","FRANKLIN","62896"
"WEST FRIENDSHIP","MD","21794","HOWARD","21794"
"WEST FULTON","NY","12194","SCHOHARIE","12194"
"WEST GLACIER","MT","59936","FLATHEAD","59936"
"WEST GLOVER","VT","05875","ORLEANS","05875"
"WEST GRANBY","CT","06090","HARTFORD","06090"
"WEST GREENE","AL","35491","GREENE","35491"
"WEST GREENWICH","RI","02817","KENT","02817"
"WEST GREEN","GA","31567","COFFEE","31567"
"WEST GROTON","MA","01472","MIDDLESEX","01472"
"WEST GROVE","PA","19390","CHESTER","19390"
"WEST HALIFAX","VT","05358","WINDHAM","05358"
"WEST HAMLIN","WV","25571","LINCOLN","25571"
"WEST HARRISON","IN","47060","DEARBORN","47060"
"WEST HARRISON","NY","10604","WESTCHESTER","10604"
"WEST HARTFORD","CT","06107","CAPITOL REGION","06107;06110;06117;06119;06127;06133;06137"
"WEST HARTFORD","VT","05084","WINDSOR","05084"
"WEST HARTLAND","CT","06091","HARTFORD","06091"
"WEST HARWICH","MA","02671","BARNSTABLE","02671"
"WEST HATFIELD","MA","01088","HAMPSHIRE","01088"
"WEST HAVEN","CT","06516","NEW HAVEN","06516"
"WEST HAVERSTRAW","NY","10993","ROCKLAND","10993"
"WEST HAZLETON","PA","18201","LUZERNE","18201"
"WEST HELENA","AR","72390","PHILLIPS","72390"
"WEST HEMPSTEAD","NY","11552","NASSAU","11552"
"WEST HENRIETTA","NY","14586","MONROE","14586"
"WEST HICKORY","PA","16370","FOREST","16370"
"WEST HILLS","CA","91307","LOS ANGELES","91307;91308"
"WEST HOLLYWOOD","CA","90069","LOS ANGELES","90069"
"WEST HURLEY","NY","12491","ULSTER","12491"
"WEST HYANNISPORT","MA","02672","BARNSTABLE","02672"
"WEST HYATTSVILLE","MD","20782","PRINCE GEORGES","20782"
"WEST ISLIP","NY","11795","SUFFOLK","11795"
"WEST JEFFERSON","NC","28694","ASHE","28694"
"WEST JEFFERSON","OH","43162","MADISON","43162"
"WEST JORDAN","UT","84084","SALT LAKE","84081;84084;84088"
"WEST KENNEBUNK","ME","04094","YORK","04094"
"WEST KILL","NY","12492","GREENE","12492"
"WEST KINGSTON","RI","02892","WASHINGTON","02892"
"WEST LAFAYETTE","IN","47906","TIPPECANOE","47906;47907;47996"
"WEST LAFAYETTE","OH","43845","COSHOCTON","43845"
"WEST LAKE HILLS","TX","78746","TRAVIS","78746"
"WEST LAWN","PA","19609","BERKS","19609"
"WEST LEBANON","IN","47991","WARREN","47991"
"WEST LEBANON","ME","04027","YORK","04027"
"WEST LEBANON","NH","03784","GRAFTON","03784"
"WEST LEBANON","NY","12195","COLUMBIA","12195"
"WEST LEBANON","PA","15783","INDIANA","15783"
"WEST LEISENRING","PA","15489","FAYETTE","15489"
"WEST LEYDEN","NY","13489","LEWIS","13489"
"WEST LIBERTY","IA","52776","MUSCATINE","52776"
"WEST LIBERTY","IL","62475","JASPER","62475"
"WEST LIBERTY","KY","41472","MORGAN","41472"
"WEST LIBERTY","OH","43357","LOGAN","43357"
"WEST LIBERTY","WV","26074","OHIO","26074"
"WEST LIMA","WI","54639","VERNON","54639"
"WEST LINN","OR","97068","CLACKAMAS","97068"
"WEST LOGAN","WV","25601","LOGAN","25601"
"WEST LONG BRANCH","NJ","07764","MONMOUTH","07764"
"WEST LOUISVILLE","KY","42377","DAVIESS","42377"
"WEST LYNN","MA","01905","ESSEX","01905"
"WEST MAIN","OR","97501","JACKSON","97501"
"WEST MANCHESTER","OH","45382","PREBLE","45382"
"WEST MANSFIELD","OH","43358","LOGAN","43358"
"WEST MCLEAN","VA","22102","FAIRFAX","22102;22103"
"WEST MEDFORD","MA","02156","MIDDLESEX","02156"
"WEST MEMPHIS","AR","72301","CRITTENDEN","72301;72303"
"WEST MENLO PARK","CA","94025","SAN MATEO","94025"
"WEST MIDDLESEX","PA","16159","MERCER","16159"
"WEST MIDDLETON","IN","46995","HOWARD","46995"
"WEST MIDDLETOWN","PA","15379","WASHINGTON","15379"
"WEST MIFFLIN","PA","15122","ALLEGHENY","15122;15123"
"WEST MILFORD","NJ","07480","PASSAIC","07480"
"WEST MILFORD","WV","26451","HARRISON","26451"
"WEST MILLBURY","MA","01586","WORCESTER","01586"
"WEST MILLGROVE","OH","43467","WOOD","43467"
"WEST MILTON","OH","45383","MIAMI","45383"
"WEST MILTON","PA","17886","UNION","17886"
"WEST MILWAUKEE","WI","53215","MILWAUKEE","53215"
"WEST MINERAL","KS","66782","CHEROKEE","66782"
"WEST MINOT","ME","04288","ANDROSCOGGIN","04288"
"WEST MONROE","LA","71291","OUACHITA","71291;71292;71294"
"WEST MONROE","NY","13167","OSWEGO","13167"
"WEST MOUNTAIN","ID","83611","VALLEY","83611"
"WEST MYSTIC","CT","06388","SOUTHEASTERN CONNECTICUT","06388"
"WEST NEW YORK","NJ","07093","HUDSON","07093"
"WEST NEWBURY","MA","01985","ESSEX","01985"
"WEST NEWBURY","VT","05085","ORANGE","05085"
"WEST NEWFIELD","ME","04095","YORK","04095"
"WEST NEWTON","IN","46183","MARION","46183"
"WEST NEWTON","MA","02465","MIDDLESEX","02465"
"WEST NEWTON","PA","15089","WESTMORELAND","15089"
"WEST NOTTINGHAM","NH","03291","ROCKINGHAM","03291"
"WEST NYACK","NY","10994","ROCKLAND","10994"
"WEST OLIVE","MI","49460","OTTAWA","49460"
"WEST ONEONTA","NY","13861","OTSEGO","13861"
"WEST ORANGE","NJ","07052","ESSEX","07052"
"WEST ORANGE","TX","77630","ORANGE","77630"
"WEST OSSIPEE","NH","03890","CARROLL","03890"
"WEST OTIS","MA","01245","BERKSHIRE","01245"
"WEST PADUCAH","KY","42086","MCCRACKEN","42086"
"WEST PALM BCH","FL","33401","PALM BEACH","33401;33402;33403;33404;33405;33406;33407;33409;33411;33412;33413;33414;33415;33416;33417;33419;33420;33422"
"WEST PALM BEACH","FL","33401","PALM BEACH","33401;33402;33403;33404;33405;33406;33407;33409;33411;33412;33413;33414;33415;33416;33417;33419;33420;33422"
"WEST PARIS","ME","04289","OXFORD","04289"
"WEST PARK","NY","12493","ULSTER","12493"
"WEST PATERSON","NJ","07424","PASSAIC","07424"
"WEST PAWLET","VT","05775","RUTLAND","05775"
"WEST PETERBOROUGH","NH","03468","HILLSBOROUGH","03468"
"WEST PITTSBURG","PA","16160","LAWRENCE","16160"
"WEST PITTSTON","PA","18643","LUZERNE","18643"
"WEST PLAINS","MO","65775","HOWELL","65775"
"WEST POINT","AR","72178","WHITE","72178"
"WEST POINT","CA","95255","CALAVERAS","95255"
"WEST POINT","GA","31833","TROUP","31833"
"WEST POINT","IA","52656","LEE","52656"
"WEST POINT","IL","62380","HANCOCK","62380"
"WEST POINT","KY","40177","HARDIN","40177"
"WEST POINT","MS","39773","CLAY","39773"
"WEST POINT","NE","68788","CUMING","68788"
"WEST POINT","NY","10996","ORANGE","10996;10997"
"WEST POINT","OH","44492","COLUMBIANA","44492"
"WEST POINT","PA","19486","MONTGOMERY","19486"
"WEST POINT","TX","78963","FAYETTE","78963"
"WEST POINT","VA","23181","KING WILLIAM","23181"
"WEST POLAND","ME","04291","ANDROSCOGGIN","04291"
"WEST PORTSMOUTH","OH","45663","SCIOTO","45663"
"WEST REDDING","CT","06896","FAIRFIELD","06896"
"WEST RICHLAND","WA","99353","BENTON","99353"
"WEST RIDGE","AR","72391","MISSISSIPPI","72391"
"WEST RIVER","MD","20778","ANNE ARUNDEL","20778"
"WEST ROCKPORT","ME","04865","KNOX","04865"
"WEST ROXBURY","MA","02132","SUFFOLK","02132"
"WEST RUPERT","VT","05776","BENNINGTON","05776"
"WEST RUSH","NY","14543","MONROE","14543"
"WEST RUTLAND","VT","05777","RUTLAND","05777"
"WEST SACRAMENTO","CA","95691","YOLO","95605;95691;95798;95799"
"WEST SAINT PAUL","MN","55107","RAMSEY","55107;55118"
"WEST SALEM","IL","62476","EDWARDS","62476"
"WEST SALEM","OH","44287","WAYNE","44287"
"WEST SALEM","WI","54669","LA CROSSE","54669"
"WEST SALISBURY","PA","15565","SOMERSET","15565"
"WEST SAND LAKE","NY","12196","RENSSELAER","12196"
"WEST SAYVILLE","NY","11796","SUFFOLK","11796"
"WEST SENECA","NY","14224","ERIE","14224"
"WEST SHOKAN","NY","12494","ULSTER","12494"
"WEST SIMSBURY","CT","06092","HARTFORD","06092"
"WEST SOMERSET","KY","42564","PULASKI","42564"
"WEST SOUTHPORT","ME","04576","LINCOLN","04576"
"WEST SPRINGFIELD","MA","01089","HAMPDEN","01089;01090"
"WEST SPRINGFIELD","NH","03284","SULLIVAN","03284"
"WEST SPRINGFIELD","PA","16443","ERIE","16443"
"WEST SPRINGFIELD","VA","22152","FAIRFAX","22152"
"WEST STAYTON","OR","97325","MARION","97325"
"WEST STEWARTSTOWN","NH","03597","COOS","03597"
"WEST STOCKBRIDGE","MA","01266","BERKSHIRE","01266"
"WEST STOCKHOLM","NY","13696","ST. LAWRENCE","13696"
"WEST SUFFIELD","CT","06093","HARTFORD","06093"
"WEST SUMNER","ME","04292","OXFORD","04292"
"WEST SUNBURY","PA","16061","BUTLER","16061"
"WEST SWANZEY","NH","03469","CHESHIRE","03469"
"WEST TERRE HAUTE","IN","47885","VIGO","47885"
"WEST TISBURY","MA","02575","DUKES","02575"
"WEST TOPSHAM","VT","05086","ORANGE","05086"
"WEST TOWNSEND","MA","01474","MIDDLESEX","01474"
"WEST TOWNSHEND","VT","05359","WINDHAM","05359"
"WEST TRENTON","NJ","08628","MERCER","08628"
"WEST UNION","IA","52175","FAYETTE","52175"
"WEST UNION","IL","62477","CLARK","62477"
"WEST UNION","MN","56389","TODD","56389"
"WEST UNION","OH","45693","ADAMS","45693"
"WEST UNION","SC","29696","OCONEE","29696"
"WEST UNION","WV","26456","DODDRIDGE","26456"
"WEST UNITY","OH","43570","WILLIAMS","43570"
"WEST UPTON","MA","01568","WORCESTER","01568"
"WEST VALLEY CITY","UT","84119","SALT LAKE","84119;84120;84128"
"WEST VALLEY","NY","14171","CATTARAUGUS","14171"
"WEST VAN LEAR","KY","41268","JOHNSON","41268"
"WEST VIEW","PA","15229","ALLEGHENY","15229"
"WEST WARDSBORO","VT","05360","WINDHAM","05360"
"WEST WAREHAM","MA","02576","PLYMOUTH","02576"
"WEST WARREN","MA","01092","WORCESTER","01092"
"WEST WARWICK","RI","02893","KENT","02893"
"WEST WENDOVER","NV","89883","ELKO","89883"
"WEST WILLINGTON","CT","06279","TOLLAND","06279"
"WEST WILLOW","PA","17583","LANCASTER","17583"
"WEST WINFIELD","NY","13491","HERKIMER","13491"
"WEST WORTHINGTON","OH","43235","FRANKLIN","43235"
"WEST YARMOUTH","MA","02601","BARNSTABLE","02601;02673"
"WEST YELLOWSTONE","MT","59758","GALLATIN","59758"
"WEST YORK","IL","62478","CRAWFORD","62478"
"WEST YORK","PA","17404","YORK","17404"
"WESTBEND","KY","40312","POWELL","40312"
"WESTBOROUGH","MA","01581","WORCESTER","01581"
"WESTBORO","MO","64498","ATCHISON","64498"
"WESTBORO","WI","54490","TAYLOR","54490"
"WESTBROOKVILLE","NY","12785","SULLIVAN","12785"
"WESTBROOK","CT","06498","MIDDLESEX","06498"
"WESTBROOK","ME","04092","CUMBERLAND","04092;04098"
"WESTBROOK","MN","56183","COTTONWOOD","56183"
"WESTBROOK","TX","79565","MITCHELL","79565"
"WESTBURY","NY","11590","NASSAU","11590"
"WESTBY","MT","59275","SHERIDAN","59275"
"WESTBY","WI","54667","VERNON","54667"
"WESTCHESTER","IL","60154","COOK","60154"
"WESTCLIFFE","CO","81252","CUSTER","81252"
"WESTDALE","NY","13483","ONEIDA","13483"
"WESTERLO","NY","12193","ALBANY","12193"
"WESTERLY","RI","02891","WASHINGTON","02891"
"WESTERN GROVE","AR","72685","NEWTON","72685"
"WESTERN HILLS","OH","45238","HAMILTON","45238"
"WESTERN SPRINGS","IL","60558","COOK","60558"
"WESTERNPORT","MD","21562","ALLEGANY","21562"
"WESTERNVILLE","NY","13486","ONEIDA","13486"
"WESTERN","NE","68464","SALINE","68464"
"WESTERVILLE","NE","68881","CUSTER","68881"
"WESTERVILLE","OH","43081","FRANKLIN","43081;43082;43086"
"WESTFALL","KS","67455","LINCOLN","67455"
"WESTFALL","OR","97920","MALHEUR","97920"
"WESTFIELD CENTER","OH","44251","MEDINA","44251"
"WESTFIELD","IA","51062","PLYMOUTH","51062"
"WESTFIELD","IL","62474","CLARK","62474"
"WESTFIELD","IN","46074","HAMILTON","46074"
"WESTFIELD","MA","01085","HAMPDEN","01085;01086"
"WESTFIELD","ME","04787","AROOSTOOK","04787"
"WESTFIELD","NC","27053","STOKES","27053"
"WESTFIELD","NJ","07090","UNION","07090;07091"
"WESTFIELD","NY","14787","CHAUTAUQUA","14787"
"WESTFIELD","PA","16950","TIOGA","16950"
"WESTFIELD","VT","05874","ORLEANS","05874"
"WESTFIELD","WI","53964","MARQUETTE","53964"
"WESTFIR","OR","97492","LANE","97492"
"WESTFORD","MA","01886","MIDDLESEX","01886"
"WESTFORD","NY","13488","OTSEGO","13488"
"WESTFORD","PA","16134","CRAWFORD","16134"
